sta_code,sku_code,长(CM),宽(CM),高(CM),qty
ORDER_0072,BOX_0072_0019,47.55,37.03,17.9,1
ORDER_0072,BOX_0072_0020,47.55,25.43,17.9,1
ORDER_0072,BOX_0072_0021,7.7,38.72,42.69,1
ORDER_0072,BOX_0072_0022,12.98,38.72,42.69,1
ORDER_0072,BOX_0072_0023,36.3,62.46,18.51,1
ORDER_0072,BOX_0072_0024,14.88,21.04,42.69,1
ORDER_0072,BOX_0072_0025,17.68,42.69,14.88,1
ORDER_0072,BOX_0072_0026,62.46,11.18,16.15,1
ORDER_0072,BOX_0072_0027,16.15,62.46,7.33,1
ORDER_0072,BOX_0072_0028,51.23,34.31,24.52,1
ORDER_0072,BOX_0072_0029,51.23,13.02,34.31,1
ORDER_0073,BOX_0073_0000,68.95,53.63,37.86,1
ORDER_0073,BOX_0073_0001,31.05,53.63,37.86,1
ORDER_0073,BOX_0073_0002,100.0,21.98,14.94,1
ORDER_0073,BOX_0073_0003,100.0,21.98,25.29,1
ORDER_0073,BOX_0073_0004,56.37,62.14,59.77,1
ORDER_0073,BOX_0073_0005,40.23,47.7,40.16,1
ORDER_0073,BOX_0073_0006,43.63,62.14,33.98,1
ORDER_0073,BOX_0073_0007,28.52,40.23,40.16,1
ORDER_0073,BOX_0073_0008,23.78,40.23,40.16,1
ORDER_0073,BOX_0073_0009,62.14,26.21,25.79,1
ORDER_0073,BOX_0073_0010,62.14,25.79,17.42,1
ORDER_0073,BOX_0073_0011,15.56,37.86,100.0,1
ORDER_0073,BOX_0073_0012,30.81,100.0,37.86,1
ORDER_0074,BOX_0074_0000,23.95,100.0,30.04,1
ORDER_0074,BOX_0074_0001,56.77,40.97,62.28,1
ORDER_0074,BOX_0074_0002,43.23,17.56,26.94,1
ORDER_0074,BOX_0074_0003,65.56,18.71,15.09,1
ORDER_0074,BOX_0074_0004,65.56,19.01,15.09,1
ORDER_0074,BOX_0074_0005,40.97,22.6,10.67,1
ORDER_0074,BOX_0074_0006,40.97,22.6,7.84,1
ORDER_0074,BOX_0074_0007,13.81,46.9,28.99,1
ORDER_0074,BOX_0074_0008,40.52,29.07,30.04,1
ORDER_0074,BOX_0074_0009,23.41,17.33,43.23,1
ORDER_0074,BOX_0074_0010,23.41,22.35,43.23,1
ORDER_0074,BOX_0074_0011,27.4,25.88,37.72,1
ORDER_0074,BOX_0074_0012,24.19,12.74,17.56,1
ORDER_0074,BOX_0074_0013,19.04,17.56,12.74,1
ORDER_0074,BOX_0074_0014,53.1,16.82,12.83,1
ORDER_0074,BOX_0074_0015,28.03,28.22,28.99,1
ORDER_0074,BOX_0074_0016,40.97,8.95,24.72,1
ORDER_0074,BOX_0074_0017,40.97,13.65,24.72,1
ORDER_0074,BOX_0074_0018,22.91,37.72,16.02,1
ORDER_0074,BOX_0074_0019,22.91,37.72,18.42,1
ORDER_0074,BOX_0074_0020,28.22,18.87,16.72,1
ORDER_0074,BOX_0074_0021,28.22,18.87,12.27,1
ORDER_0074,BOX_0074_0022,40.52,19.59,30.04,1
ORDER_0074,BOX_0074_0023,40.52,30.04,15.54,1
ORDER_0074,BOX_0074_0024,38.68,19.4,57.97,1
ORDER_0074,BOX_0074_0025,9.59,38.68,57.97,1
ORDER_0074,BOX_0074_0026,57.97,28.99,19.92,1
ORDER_0074,BOX_0074_0027,39.77,11.85,30.04,1
ORDER_0074,BOX_0074_0028,60.23,11.85,30.04,1
ORDER_0074,BOX_0074_0029,18.06,37.72,15.22,1
ORDER_0074,BOX_0074_0030,18.06,37.72,19.22,1
ORDER_0074,BOX_0074_0031,25.88,37.72,13.53,1
ORDER_0074,BOX_0074_0032,25.88,37.72,24.63,1
ORDER_0074,BOX_0074_0033,17.63,36.15,64.2,1
ORDER_0074,BOX_0074_0034,8.47,64.2,36.15,1
ORDER_0074,BOX_0074_0035,36.15,64.2,3.94,1
ORDER_0074,BOX_0074_0036,7.84,53.1,29.2,1
ORDER_0074,BOX_0074_0037,29.2,53.1,8.98,1
ORDER_0074,BOX_0074_0038,26.53,42.03,12.17,1
ORDER_0074,BOX_0074_0039,26.57,12.17,42.03,1
ORDER_0074,BOX_0074_0040,19.71,30.53,28.99,1
ORDER_0074,BOX_0074_0041,39.9,30.04,23.33,1
ORDER_0074,BOX_0074_0042,24.3,30.04,23.33,1
ORDER_0074,BOX_0074_0043,17.95,30.53,38.26,1
ORDER_0074,BOX_0074_0044,38.26,11.04,30.53,1
ORDER_0074,BOX_0074_0045,57.97,10.87,10.46,1
ORDER_0074,BOX_0074_0046,57.97,10.87,18.53,1
ORDER_0075,BOX_0075_0000,15.72,100.0,21.47,1
ORDER_0075,BOX_0075_0001,45.79,61.93,17.87,1
ORDER_0075,BOX_0075_0002,100.0,41.41,14.57,1
ORDER_0075,BOX_0075_0003,50.63,38.07,29.84,1
ORDER_0075,BOX_0075_0004,34.18,16.22,48.67,1
ORDER_0075,BOX_0075_0005,34.18,7.7,48.67,1
ORDER_0075,BOX_0075_0006,50.63,38.07,10.49,1
ORDER_0075,BOX_0075_0007,38.07,5.46,50.63,1
ORDER_0075,BOX_0075_0008,30.61,45.79,32.76,1
ORDER_0075,BOX_0075_0009,56.13,58.59,14.57,1
ORDER_0075,BOX_0075_0010,14.57,58.59,18.1,1
ORDER_0075,BOX_0075_0011,14.57,25.77,58.59,1
ORDER_0075,BOX_0075_0012,15.74,100.0,6.44,1
ORDER_0075,BOX_0075_0013,15.72,66.2,14.67,1
ORDER_0075,BOX_0075_0014,52.34,9.28,15.74,1
ORDER_0075,BOX_0075_0015,9.28,15.74,47.66,1
ORDER_0075,BOX_0075_0016,32.08,63.54,39.44,1
ORDER_0075,BOX_0075_0017,15.72,23.73,30.11,1
ORDER_0075,BOX_0075_0018,15.72,24.39,30.11,1
ORDER_0075,BOX_0075_0019,21.4,32.76,31.32,1
ORDER_0075,BOX_0075_0020,32.76,31.32,24.39,1
ORDER_0075,BOX_0075_0021,12.61,36.46,38.4,1
ORDER_0075,BOX_0075_0022,19.47,23.83,36.46,1
ORDER_0075,BOX_0075_0023,33.8,10.12,14.67,1
ORDER_0075,BOX_0075_0024,5.6,33.8,14.67,1
ORDER_0075,BOX_0075_0025,16.43,31.31,32.08,1
ORDER_0075,BOX_0075_0026,20.03,31.31,10.49,1
ORDER_0075,BOX_0075_0027,20.03,31.31,21.59,1
ORDER_0075,BOX_0075_0028,32.08,39.56,30.27,1
ORDER_0075,BOX_0075_0029,69.71,17.29,49.42,1
ORDER_0075,BOX_0075_0030,69.71,17.29,50.58,1
ORDER_0075,BOX_0075_0031,69.89,48.12,7.44,1
ORDER_0075,BOX_0075_0032,69.89,48.12,8.28,1
ORDER_0075,BOX_0075_0033,14.57,7.63,36.46,1
ORDER_0075,BOX_0075_0034,14.57,11.84,36.46,1
ORDER_0075,BOX_0075_0035,34.18,23.92,18.24,1
ORDER_0075,BOX_0075_0036,34.18,23.92,33.09,1
ORDER_0075,BOX_0075_0037,19.56,23.98,30.27,1
ORDER_0075,BOX_0075_0038,12.52,23.98,30.27,1
ORDER_0075,BOX_0075_0039,23.92,5.85,100.0,1
ORDER_0075,BOX_0075_0040,100.0,10.6,23.92,1
ORDER_0076,BOX_0076_0000,36.78,36.2,100.0,1
ORDER_0076,BOX_0076_0001,36.2,19.26,59.58,1
ORDER_0076,BOX_0076_0002,40.42,19.26,36.2,1
ORDER_0076,BOX_0076_0003,36.2,43.96,50.48,1
ORDER_0076,BOX_0076_0004,43.96,36.2,49.52,1
ORDER_0076,BOX_0076_0005,41.04,100.0,52.87,1
ORDER_0076,BOX_0076_0006,22.76,58.64,100.0,1
ORDER_0076,BOX_0076_0007,41.04,100.0,19.96,1
ORDER_0076,BOX_0076_0008,100.0,15.42,41.36,1
ORDER_0076,BOX_0076_0009,7.34,41.36,100.0,1
ORDER_0076,BOX_0076_0010,100.0,15.5,27.17,1
ORDER_0076,BOX_0076_0011,100.0,25.54,27.17,1
ORDER_0077,BOX_0077_0000,37.44,62.84,28.4,1
ORDER_0077,BOX_0077_0001,62.56,28.4,26.61,1
ORDER_0077,BOX_0077_0002,62.56,28.4,36.23,1
ORDER_0077,BOX_0077_0003,18.03,17.16,100.0,1
ORDER_0077,BOX_0077_0004,67.79,17.89,64.71,1
ORDER_0077,BOX_0077_0005,10.87,47.8,54.44,1
ORDER_0077,BOX_0077_0006,54.57,23.52,35.67,1
ORDER_0077,BOX_0077_0007,30.98,23.52,45.43,1
ORDER_0077,BOX_0077_0008,33.73,23.52,45.43,1
ORDER_0077,BOX_0077_0009,22.12,35.29,54.44,1
ORDER_0077,BOX_0077_0010,24.42,47.8,26.33,1
ORDER_0077,BOX_0077_0011,28.11,47.8,24.42,1
ORDER_0077,BOX_0077_0012,29.04,23.52,23.62,1
ORDER_0077,BOX_0077_0013,29.04,30.95,23.52,1
ORDER_0077,BOX_0077_0014,9.25,24.98,100.0,1
ORDER_0077,BOX_0077_0015,24.98,7.91,100.0,1
ORDER_0077,BOX_0077_0016,39.37,6.35,32.21,1
ORDER_0077,BOX_0077_0017,25.34,6.35,32.21,1
ORDER_0077,BOX_0077_0018,19.83,8.83,100.0,1
ORDER_0077,BOX_0077_0019,19.83,8.33,100.0,1
ORDER_0077,BOX_0077_0020,16.79,37.16,69.63,1
ORDER_0077,BOX_0077_0021,31.4,13.03,35.83,1
ORDER_0077,BOX_0077_0022,31.4,28.88,13.03,1
ORDER_0077,BOX_0077_0023,28.77,21.44,69.63,1
ORDER_0077,BOX_0077_0024,15.72,69.63,28.77,1
ORDER_0077,BOX_0077_0025,35.29,9.33,54.44,1
ORDER_0077,BOX_0077_0026,35.29,20.75,54.44,1
ORDER_0077,BOX_0077_0027,30.37,37.16,27.68,1
ORDER_0077,BOX_0077_0028,30.37,37.16,17.88,1
ORDER_0077,BOX_0077_0029,32.21,23.63,11.54,1
ORDER_0077,BOX_0077_0030,32.21,41.08,11.54,1
ORDER_0077,BOX_0077_0031,27.43,13.03,64.71,1
ORDER_0077,BOX_0077_0032,64.71,41.17,13.03,1
ORDER_0078,BOX_0078_0000,36.15,23.28,43.17,1
ORDER_0078,BOX_0078_0001,61.18,50.29,16.41,1
ORDER_0078,BOX_0078_0002,36.15,28.95,20.98,1
ORDER_0078,BOX_0078_0003,36.15,21.34,20.98,1
ORDER_0078,BOX_0078_0004,50.29,28.7,38.82,1
ORDER_0078,BOX_0078_0005,11.01,61.44,50.29,1
ORDER_0078,BOX_0078_0006,11.01,19.04,50.29,1
ORDER_0078,BOX_0078_0007,65.66,17.12,56.22,1
ORDER_0078,BOX_0078_0008,32.59,56.22,65.66,1
ORDER_0078,BOX_0078_0009,15.72,100.0,13.2,1
ORDER_0078,BOX_0078_0010,43.78,11.78,30.05,1
ORDER_0078,BOX_0078_0011,49.71,15.34,20.19,1
ORDER_0078,BOX_0078_0012,15.34,49.71,36.03,1
ORDER_0078,BOX_0078_0013,29.61,49.71,19.0,1
ORDER_0078,BOX_0078_0014,35.85,36.15,22.08,1
ORDER_0078,BOX_0078_0015,33.99,43.78,17.45,1
ORDER_0078,BOX_0078_0016,33.99,19.1,43.78,1
ORDER_0078,BOX_0078_0017,24.84,11.01,19.52,1
ORDER_0078,BOX_0078_0018,25.45,19.52,11.01,1
ORDER_0078,BOX_0078_0019,36.15,17.87,43.17,1
ORDER_0078,BOX_0078_0020,22.14,22.21,30.05,1
ORDER_0078,BOX_0078_0021,100.0,5.21,34.61,1
ORDER_0078,BOX_0078_0022,9.49,22.21,21.64,1
ORDER_0078,BOX_0078_0023,21.64,20.56,22.21,1
ORDER_0078,BOX_0078_0024,18.93,31.17,38.82,1
ORDER_0078,BOX_0078_0025,38.82,19.12,18.93,1
ORDER_0078,BOX_0078_0026,24.31,31.22,50.29,1
ORDER_0078,BOX_0078_0027,19.51,50.29,36.87,1
ORDER_0078,BOX_0078_0028,33.99,16.97,17.19,1
ORDER_0078,BOX_0078_0029,5.29,50.29,36.87,1
ORDER_0078,BOX_0078_0030,36.87,6.42,50.29,1
ORDER_0078,BOX_0078_0031,10.91,30.58,100.0,1
ORDER_0078,BOX_0078_0032,100.0,4.81,30.58,1
ORDER_0078,BOX_0078_0033,28.21,35.85,22.88,1
ORDER_0078,BOX_0078_0034,33.99,9.59,16.97,1
ORDER_0078,BOX_0078_0035,16.97,17.0,33.99,1
ORDER_0078,BOX_0078_0036,17.44,49.71,19.0,1
ORDER_0078,BOX_0078_0037,49.71,9.17,19.0,1
ORDER_0078,BOX_0078_0038,5.21,15.68,42.53,1
ORDER_0078,BOX_0078_0039,5.21,57.47,15.68,1
ORDER_0078,BOX_0078_0040,33.99,43.78,4.99,1
ORDER_0078,BOX_0078_0041,33.99,43.78,11.44,1
ORDER_0078,BOX_0078_0042,9.14,17.27,43.17,1
ORDER_0078,BOX_0078_0043,9.14,18.88,43.17,1
ORDER_0078,BOX_0078_0044,9.25,35.85,13.27,1
ORDER_0078,BOX_0078_0045,18.96,35.85,13.27,1
ORDER_0079,BOX_0079_0000,38.82,24.27,26.78,1
ORDER_0079,BOX_0079_0001,20.54,45.26,57.0,1
ORDER_0079,BOX_0079_0002,26.78,57.0,20.85,1
ORDER_0079,BOX_0079_0003,25.24,39.24,38.72,1
ORDER_0079,BOX_0079_0004,25.68,63.09,14.23,1
ORDER_0079,BOX_0079_0005,17.32,63.09,14.23,1
ORDER_0079,BOX_0079_0006,38.82,11.53,32.73,1
ORDER_0079,BOX_0079_0007,15.25,32.73,38.82,1
ORDER_0079,BOX_0079_0008,57.0,11.79,100.0,1
ORDER_0079,BOX_0079_0009,100.0,13.03,57.0,1
ORDER_0079,BOX_0079_0010,18.19,31.09,39.24,1
ORDER_0079,BOX_0079_0011,31.09,39.24,24.81,1
ORDER_0079,BOX_0079_0012,43.0,16.54,39.24,1
ORDER_0079,BOX_0079_0013,43.0,39.24,13.65,1
ORDER_0079,BOX_0079_0014,27.86,40.97,17.58,1
ORDER_0079,BOX_0079_0015,14.71,27.86,40.97,1
ORDER_0079,BOX_0079_0016,31.57,29.94,28.32,1
ORDER_0079,BOX_0079_0017,54.74,27.39,20.54,1
ORDER_0079,BOX_0079_0018,36.91,14.26,29.19,1
ORDER_0079,BOX_0079_0019,28.74,36.91,29.19,1
ORDER_0079,BOX_0079_0020,20.54,37.91,29.61,1
ORDER_0079,BOX_0079_0021,20.54,29.61,16.83,1
ORDER_0079,BOX_0079_0022,23.28,34.76,31.57,1
ORDER_0079,BOX_0079_0023,31.57,19.72,34.76,1
ORDER_0079,BOX_0079_0024,63.09,14.96,16.74,1
ORDER_0079,BOX_0079_0025,63.09,14.96,26.26,1
ORDER_0079,BOX_0079_0026,17.04,27.86,40.97,1
ORDER_0079,BOX_0079_0027,26.96,38.72,17.76,1
ORDER_0079,BOX_0079_0028,12.28,38.72,17.76,1
ORDER_0079,BOX_0079_0029,14.08,40.97,7.67,1
ORDER_0079,BOX_0079_0030,13.78,40.97,7.67,1
ORDER_0079,BOX_0079_0031,40.33,26.78,35.72,1
ORDER_0079,BOX_0079_0032,26.78,21.28,40.33,1
ORDER_0079,BOX_0079_0033,27.86,18.37,57.0,1
ORDER_0079,BOX_0079_0034,22.08,27.86,57.0,1
ORDER_0079,BOX_0079_0035,18.58,27.86,57.0,1
ORDER_0079,BOX_0079_0036,20.87,35.3,28.32,1
ORDER_0079,BOX_0079_0037,10.7,35.3,28.32,1
ORDER_0079,BOX_0079_0038,31.57,22.21,14.68,1
ORDER_0079,BOX_0079_0039,31.57,43.03,14.68,1
ORDER_0080,BOX_0080_0000,54.72,17.92,61.86,1
ORDER_0080,BOX_0080_0001,23.14,21.81,100.0,1
ORDER_0080,BOX_0080_0002,54.72,11.7,38.14,1
ORDER_0080,BOX_0080_0003,54.72,38.14,23.33,1
ORDER_0080,BOX_0080_0004,23.2,38.14,32.13,1
ORDER_0080,BOX_0080_0005,100.0,23.9,23.47,1
ORDER_0080,BOX_0080_0006,25.97,22.59,64.97,1
ORDER_0080,BOX_0080_0007,44.72,46.55,21.81,1
ORDER_0080,BOX_0080_0008,35.02,34.34,26.1,1
ORDER_0080,BOX_0080_0009,44.72,10.02,53.45,1
ORDER_0080,BOX_0080_0010,42.87,21.81,12.24,1
ORDER_0080,BOX_0080_0011,12.24,21.81,57.13,1
ORDER_0080,BOX_0080_0012,28.62,34.34,36.31,1
ORDER_0080,BOX_0080_0013,41.77,38.14,12.07,1
ORDER_0080,BOX_0080_0014,41.77,38.14,20.06,1
ORDER_0080,BOX_0080_0015,44.42,22.96,8.64,1
ORDER_0080,BOX_0080_0016,22.96,14.83,44.42,1
ORDER_0080,BOX_0080_0017,22.59,26.69,12.17,1
ORDER_0080,BOX_0080_0018,38.28,22.59,12.17,1
ORDER_0080,BOX_0080_0019,20.44,61.86,5.95,1
ORDER_0080,BOX_0080_0020,61.86,34.28,5.95,1
ORDER_0080,BOX_0080_0021,38.74,22.96,23.47,1
ORDER_0080,BOX_0080_0022,16.84,22.96,23.47,1
ORDER_0080,BOX_0080_0023,61.86,54.72,4.68,1
ORDER_0080,BOX_0080_0024,54.72,3.4,61.86,1
ORDER_0080,BOX_0080_0025,35.25,8.77,30.52,1
ORDER_0080,BOX_0080_0026,35.25,18.75,30.52,1
ORDER_0080,BOX_0080_0027,17.96,33.03,26.1,1
ORDER_0080,BOX_0080_0028,33.03,26.1,16.38,1
ORDER_0080,BOX_0080_0029,23.47,19.28,100.0,1
ORDER_0080,BOX_0080_0030,53.45,6.09,44.72,1
ORDER_0080,BOX_0080_0031,53.45,5.7,44.72,1
ORDER_0080,BOX_0080_0032,19.9,48.67,21.81,1
ORDER_0080,BOX_0080_0033,35.25,16.93,27.52,1
ORDER_0080,BOX_0080_0034,35.25,27.52,20.6,1
ORDER_0080,BOX_0080_0035,34.34,11.03,28.62,1
ORDER_0080,BOX_0080_0036,20.71,28.62,34.34,1
ORDER_0080,BOX_0080_0037,21.81,19.9,28.52,1
ORDER_0080,BOX_0080_0038,19.9,22.81,21.81,1
ORDER_0080,BOX_0080_0039,23.47,63.48,33.86,1
ORDER_0080,BOX_0080_0040,33.86,36.52,23.47,1
ORDER_0080,BOX_0080_0041,27.52,19.47,21.14,1
ORDER_0080,BOX_0080_0042,19.47,27.52,46.91,1
ORDER_0081,BOX_0081_0000,32.23,62.36,22.54,1
ORDER_0081,BOX_0081_0001,69.53,24.56,23.15,1
ORDER_0081,BOX_0081_0002,17.13,37.4,30.23,1
ORDER_0081,BOX_0081_0003,24.96,17.13,30.23,1
ORDER_0081,BOX_0081_0004,24.56,24.54,39.21,1
ORDER_0081,BOX_0081_0005,17.13,9.52,62.36,1
ORDER_0081,BOX_0081_0006,62.36,7.41,17.13,1
ORDER_0081,BOX_0081_0007,35.19,15.2,39.22,1
ORDER_0081,BOX_0081_0008,52.84,30.47,20.92,1
ORDER_0081,BOX_0081_0009,28.28,32.23,20.43,1
ORDER_0081,BOX_0081_0010,32.23,18.71,20.43,1
ORDER_0081,BOX_0081_0011,54.03,18.34,23.67,1
ORDER_0081,BOX_0081_0012,60.78,22.1,24.76,1
ORDER_0081,BOX_0081_0013,31.37,43.21,46.17,1
ORDER_0081,BOX_0081_0014,54.03,41.14,7.12,1
ORDER_0081,BOX_0081_0015,41.14,11.22,54.03,1
ORDER_0081,BOX_0081_0016,30.47,11.02,52.84,1
ORDER_0081,BOX_0081_0017,9.02,52.84,30.47,1
ORDER_0081,BOX_0081_0018,39.22,10.79,35.19,1
ORDER_0081,BOX_0081_0019,39.22,11.65,35.19,1
ORDER_0081,BOX_0081_0020,21.4,18.68,25.94,1
ORDER_0081,BOX_0081_0021,30.99,46.17,20.35,1
ORDER_0081,BOX_0081_0022,18.83,12.88,60.78,1
ORDER_0081,BOX_0081_0023,16.36,12.88,60.78,1
ORDER_0081,BOX_0081_0024,41.24,13.34,47.16,1
ORDER_0081,BOX_0081_0025,47.16,13.34,21.12,1
ORDER_0081,BOX_0081_0026,30.47,8.74,21.4,1
ORDER_0081,BOX_0081_0027,21.4,30.47,18.16,1
ORDER_0081,BOX_0081_0028,39.21,22.32,24.56,1
ORDER_0081,BOX_0081_0029,39.21,24.56,22.67,1
ORDER_0081,BOX_0081_0030,30.99,29.37,22.86,1
ORDER_0081,BOX_0081_0031,30.99,22.86,16.8,1
ORDER_0081,BOX_0081_0032,23.36,43.21,40.14,1
ORDER_0081,BOX_0081_0033,11.79,31.14,45.97,1
ORDER_0081,BOX_0081_0034,46.99,21.44,16.21,1
ORDER_0081,BOX_0081_0035,46.99,20.49,16.21,1
ORDER_0081,BOX_0081_0036,31.14,45.97,14.72,1
ORDER_0081,BOX_0081_0037,31.14,45.97,11.13,1
ORDER_0081,BOX_0081_0038,64.81,16.57,19.3,1
ORDER_0081,BOX_0081_0039,19.3,37.46,64.81,1
ORDER_0081,BOX_0081_0040,16.02,46.99,23.02,1
ORDER_0081,BOX_0081_0041,46.99,16.02,18.91,1
ORDER_0081,BOX_0081_0042,11.79,25.94,12.92,1
ORDER_0081,BOX_0081_0043,8.48,11.79,25.94,1
ORDER_0081,BOX_0081_0044,43.21,22.22,11.97,1
ORDER_0081,BOX_0081_0045,22.22,43.21,11.39,1
ORDER_0081,BOX_0081_0046,45.97,19.19,37.64,1
ORDER_0081,BOX_0081_0047,45.97,14.48,37.64,1
ORDER_0081,BOX_0081_0048,5.87,24.76,60.78,1
ORDER_0081,BOX_0081_0049,24.76,7.22,60.78,1
ORDER_0082,BOX_0082_0000,16.9,32.05,100.0,1
ORDER_0082,BOX_0082_0001,26.59,30.13,100.0,1
ORDER_0082,BOX_0082_0002,43.22,33.31,24.73,1
ORDER_0082,BOX_0082_0003,26.59,49.7,24.0,1
ORDER_0082,BOX_0082_0004,45.87,40.24,26.59,1
ORDER_0082,BOX_0082_0005,26.59,19.36,24.0,1
ORDER_0082,BOX_0082_0006,24.0,30.94,26.59,1
ORDER_0082,BOX_0082_0007,32.05,15.71,26.32,1
ORDER_0082,BOX_0082_0008,45.87,26.59,33.86,1
ORDER_0082,BOX_0082_0009,33.31,24.98,43.22,1
ORDER_0082,BOX_0082_0010,33.31,18.24,43.22,1
ORDER_0082,BOX_0082_0011,45.87,15.03,25.9,1
ORDER_0082,BOX_0082_0012,45.87,11.56,25.9,1
ORDER_0082,BOX_0082_0013,36.86,41.85,30.19,1
ORDER_0082,BOX_0082_0014,36.86,58.15,30.19,1
ORDER_0082,BOX_0082_0015,29.28,22.28,67.95,1
ORDER_0082,BOX_0082_0016,67.95,19.36,37.41,1
ORDER_0082,BOX_0082_0017,67.95,37.41,23.86,1
ORDER_0082,BOX_0082_0018,27.02,30.19,54.5,1
ORDER_0082,BOX_0082_0019,15.44,54.5,30.19,1
ORDER_0082,BOX_0082_0020,18.28,45.5,27.0,1
ORDER_0082,BOX_0082_0021,45.5,27.0,11.91,1
ORDER_0082,BOX_0082_0022,29.28,10.86,67.95,1
ORDER_0082,BOX_0082_0023,27.85,32.05,10.15,1
ORDER_0082,BOX_0082_0024,9.18,45.5,18.89,1
ORDER_0082,BOX_0082_0025,17.25,45.5,9.18,1
ORDER_0082,BOX_0082_0026,32.05,16.17,19.05,1
ORDER_0082,BOX_0082_0027,8.8,32.05,16.17,1
ORDER_0082,BOX_0082_0028,16.45,54.5,20.68,1
ORDER_0082,BOX_0082_0029,13.74,54.5,20.68,1
ORDER_0082,BOX_0082_0030,21.01,36.14,19.52,1
ORDER_0082,BOX_0082_0031,21.01,36.14,25.98,1
ORDER_0082,BOX_0082_0032,38.03,29.28,10.08,1
ORDER_0082,BOX_0082_0033,29.92,29.28,10.08,1
ORDER_0082,BOX_0082_0034,26.56,26.32,32.05,1
ORDER_0082,BOX_0082_0035,32.05,26.32,29.88,1
ORDER_0083,BOX_0083_0000,23.73,34.7,38.75,1
ORDER_0083,BOX_0083_0001,34.7,30.47,33.4,1
ORDER_0083,BOX_0083_0002,42.87,34.7,55.48,1
ORDER_0083,BOX_0083_0003,17.06,50.66,26.9,1
ORDER_0083,BOX_0083_0004,27.3,50.66,26.9,1
ORDER_0083,BOX_0083_0005,27.75,17.87,100.0,1
ORDER_0083,BOX_0083_0006,26.84,38.4,66.78,1
ORDER_0083,BOX_0083_0007,61.25,21.17,23.73,1
ORDER_0083,BOX_0083_0008,13.53,61.25,7.59,1
ORDER_0083,BOX_0083_0009,16.14,61.25,13.53,1
ORDER_0083,BOX_0083_0010,34.7,19.06,17.09,1
ORDER_0083,BOX_0083_0011,49.34,33.48,21.67,1
ORDER_0083,BOX_0083_0012,50.47,33.4,13.29,1
ORDER_0083,BOX_0083_0013,28.19,15.68,44.52,1
ORDER_0083,BOX_0083_0014,15.68,44.52,14.68,1
ORDER_0083,BOX_0083_0015,17.87,58.62,37.55,1
ORDER_0083,BOX_0083_0016,22.42,50.66,14.77,1
ORDER_0083,BOX_0083_0017,50.66,22.42,12.13,1
ORDER_0083,BOX_0083_0018,17.87,22.82,41.38,1
ORDER_0083,BOX_0083_0019,14.73,17.87,41.38,1
ORDER_0083,BOX_0083_0020,16.31,19.06,21.84,1
ORDER_0083,BOX_0083_0021,12.86,19.06,16.31,1
ORDER_0083,BOX_0083_0022,33.3,49.34,26.02,1
ORDER_0083,BOX_0083_0023,33.48,43.63,16.63,1
ORDER_0083,BOX_0083_0024,42.38,15.35,55.81,1
ORDER_0083,BOX_0083_0025,22.92,15.35,55.81,1
ORDER_0083,BOX_0083_0026,22.61,49.34,39.28,1
ORDER_0083,BOX_0083_0027,10.69,39.28,49.34,1
ORDER_0083,BOX_0083_0028,15.35,35.71,44.19,1
ORDER_0083,BOX_0083_0029,15.35,29.59,44.19,1
ORDER_0083,BOX_0083_0030,42.87,19.02,21.38,1
ORDER_0083,BOX_0083_0031,42.87,19.02,23.14,1
ORDER_0083,BOX_0083_0032,13.01,43.63,32.71,1
ORDER_0083,BOX_0083_0033,43.63,32.71,20.47,1
ORDER_0083,BOX_0083_0034,23.82,66.78,23.38,1
ORDER_0083,BOX_0083_0035,12.74,33.4,50.47,1
ORDER_0083,BOX_0083_0036,50.47,8.67,33.4,1
ORDER_0083,BOX_0083_0037,23.82,40.25,15.02,1
ORDER_0083,BOX_0083_0038,23.82,26.53,15.02,1
ORDER_0084,BOX_0084_0000,69.69,100.0,15.06,1
ORDER_0084,BOX_0084_0001,30.31,100.0,39.39,1
ORDER_0084,BOX_0084_0002,30.31,25.38,35.02,1
ORDER_0084,BOX_0084_0003,14.58,64.98,25.38,1
ORDER_0084,BOX_0084_0004,15.73,64.98,25.38,1
ORDER_0084,BOX_0084_0005,69.69,34.07,33.06,1
ORDER_0084,BOX_0084_0006,30.31,35.23,32.3,1
ORDER_0084,BOX_0084_0007,9.35,67.7,35.23,1
ORDER_0084,BOX_0084_0008,35.23,20.96,67.7,1
ORDER_0084,BOX_0084_0009,51.88,30.6,69.69,1
ORDER_0084,BOX_0084_0010,69.4,51.88,23.9,1
ORDER_0084,BOX_0084_0011,51.88,45.79,69.4,1
ORDER_0084,BOX_0084_0012,38.63,69.69,33.06,1
ORDER_0084,BOX_0084_0013,27.3,33.06,69.69,1
ORDER_0085,BOX_0085_0000,11.1,40.46,57.09,1
ORDER_0085,BOX_0085_0001,34.91,34.36,21.49,1
ORDER_0085,BOX_0085_0002,34.91,65.64,21.49,1
ORDER_0085,BOX_0085_0003,18.52,65.09,28.14,1
ORDER_0085,BOX_0085_0004,57.09,40.46,15.91,1
ORDER_0085,BOX_0085_0005,11.11,26.39,32.95,1
ORDER_0085,BOX_0085_0006,65.09,11.09,33.8,1
ORDER_0085,BOX_0085_0007,65.09,6.47,33.8,1
ORDER_0085,BOX_0085_0008,59.54,17.69,22.84,1
ORDER_0085,BOX_0085_0009,31.96,27.65,42.91,1
ORDER_0085,BOX_0085_0010,17.8,11.48,40.46,1
